InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536482,85133,RECIPE BOX WITH METAL LID,28,19/03/2011 00:00,1.63,17996,Germany
536482,85173,BLUE SKITTLE GIFTBOX,16,07/01/2011 00:00,2.3,18349,Germany
536482,85127,WHITE HANGING HEART T-LIGHT HOLDER,2,23/04/2011 00:00,7.79,17919,EIRE
536482,85139,WHITE HANGING HEART T-LIGHT HOLDER,21,22/07/2011 00:00,14.75,18172,France
536482,85129,CREAM CUPID HEARTS COAT HANGER,22,03/07/2011 00:00,7.2,18068,Sweden
536482,85131,HAND WARMER UNION JACK,36,08/03/2011 00:00,9.45,18048,Sweden
536482,85135,RED WOOLLY HOTTIE WHITE HEART,15,08/01/2011 00:00,6.32,18273,Germany
536482,85160,BLUE SKITTLE GIFTBOX,9,20/01/2011 00:00,13.37,17959,Germany
536482,85212,CREAM CUPID HEARTS COAT HANGER,42,09/09/2011 00:00,6.17,18339,Italy
536482,85127,HAND WARMER UNION JACK,41,25/06/2011 00:00,2.01,17892,Germany
536482,85138,BLUE SKITTLE GIFTBOX,5,02/07/2011 00:00,11.73,18291,France
536482,85151,WHITE HANGING HEART T-LIGHT HOLDER,47,27/12/2010 00:00,14.2,18084,EIRE
536482,85213,CREAM CUPID HEARTS COAT HANGER,42,02/09/2011 00:00,13.49,18081,Belgium
536482,85159,CREAM CUPID HEARTS COAT HANGER,22,11/12/2010 00:00,2.33,18135,UK
536483,85215,BLUE SKITTLE GIFTBOX,25,18/05/2011 00:00,1.42,18223,Switzerland
536483,85214,HAND WARMER UNION JACK,37,05/02/2011 00:00,14.9,17971,Switzerland
536483,85132,HAND WARMER UNION JACK,3,16/06/2011 00:00,14.89,18334,Norway
536483,85183,WHITE HANGING HEART T-LIGHT HOLDER,28,20/09/2011 00:00,7.37,18077,Italy
536483,85144,HAND WARMER UNION JACK,26,08/12/2010 00:00,3.1,18189,EIRE
536483,85209,WHITE HANGING HEART T-LIGHT HOLDER,5,21/03/2011 00:00,5.06,18241,France
536483,85155,WHITE HANGING HEART T-LIGHT HOLDER,16,06/04/2011 00:00,7.55,18016,UK
536483,85153,KNITTED UNION FLAG HOT WATER BOTTLE,34,25/04/2011 00:00,13.42,18154,Switzerland
536483,85162,HAND WARMER UNION JACK,37,28/02/2011 00:00,6.04,18004,Belgium
536483,85161,RED WOOLLY HOTTIE WHITE HEART,13,22/05/2011 00:00,6.85,18193,Switzerland
536483,85211,RECIPE BOX WITH METAL LID,4,27/03/2011 00:00,1.27,18337,Norway
536483,85133,HAND WARMER UNION JACK,1,31/07/2011 00:00,2.64,17992,Italy
536483,85159,RED WOOLLY HOTTIE WHITE HEART,21,27/04/2011 00:00,3.29,18151,Switzerland
536483,85128,BLUE SKITTLE GIFTBOX,19,12/07/2011 00:00,10.83,17886,Italy
536483,85164,RECIPE BOX WITH METAL LID,11,25/06/2011 00:00,10.9,17884,Norway
536483,85173,HAND WARMER UNION JACK,34,11/06/2011 00:00,6.92,18254,Germany
536483,85213,RECIPE BOX WITH METAL LID,20,22/09/2011 00:00,4.69,18076,France
536483,85173,KNITTED UNION FLAG HOT WATER BOTTLE,27,15/04/2011 00:00,3.12,18226,Switzerland
536483,85161,RECIPE BOX WITH METAL LID,12,14/09/2011 00:00,6.12,18222,Norway
536483,85178,CREAM CUPID HEARTS COAT HANGER,7,22/05/2011 00:00,10.57,18109,Germany
536484,85206,RED WOOLLY HOTTIE WHITE HEART,30,12/06/2011 00:00,1.28,18056,Germany
536484,85139,HAND WARMER UNION JACK,49,17/01/2011 00:00,3.8,17851,France
536484,85135,HAND WARMER UNION JACK,31,30/05/2011 00:00,7.64,18241,EIRE
536484,85188,HAND WARMER UNION JACK,30,05/05/2011 00:00,12.52,18131,Belgium
536484,85178,RECIPE BOX WITH METAL LID,2,21/12/2010 00:00,14.07,17954,Italy
536484,85214,KNITTED UNION FLAG HOT WATER BOTTLE,38,03/12/2010 00:00,13.24,17873,Sweden
536484,85137,KNITTED UNION FLAG HOT WATER BOTTLE,4,02/02/2011 00:00,4.03,18087,Norway
536484,85194,WHITE HANGING HEART T-LIGHT HOLDER,17,15/05/2011 00:00,9.33,18124,Italy
536484,85157,KNITTED UNION FLAG HOT WATER BOTTLE,8,24/08/2011 00:00,13.8,18149,Netherlands
536484,85193,BLUE SKITTLE GIFTBOX,43,18/02/2011 00:00,2.88,18155,Germany
536484,85159,CREAM CUPID HEARTS COAT HANGER,33,27/12/2010 00:00,12.09,17919,EIRE
536484,85209,CREAM CUPID HEARTS COAT HANGER,45,20/12/2010 00:00,13.96,17926,France
536484,85219,RECIPE BOX WITH METAL LID,29,26/05/2011 00:00,9.4,18135,Germany
536484,85215,RECIPE BOX WITH METAL LID,14,31/03/2011 00:00,12.51,18224,Switzerland
536484,85174,BLUE SKITTLE GIFTBOX,13,18/12/2010 00:00,2.06,18286,EIRE
536484,85160,RECIPE BOX WITH METAL LID,1,05/06/2011 00:00,1.95,18036,Norway
536484,85175,CREAM CUPID HEARTS COAT HANGER,9,24/07/2011 00:00,11.27,18131,Sweden
536484,85123,HAND WARMER UNION JACK,40,17/09/2011 00:00,8.83,18265,EIRE
536484,85130,BLUE SKITTLE GIFTBOX,30,30/05/2011 00:00,7.19,18056,Netherlands
536484,85169,CREAM CUPID HEARTS COAT HANGER,18,02/04/2011 00:00,3.91,18251,Norway
536485,85127,KNITTED UNION FLAG HOT WATER BOTTLE,29,25/12/2010 00:00,5.15,18067,Belgium
536485,85126,BLUE SKITTLE GIFTBOX,19,21/12/2010 00:00,11.21,17933,France
536485,85207,HAND WARMER UNION JACK,15,23/07/2011 00:00,14.06,18264,Switzerland
536485,85197,WHITE HANGING HEART T-LIGHT HOLDER,1,24/03/2011 00:00,12.75,17964,Italy
536485,85161,HAND WARMER UNION JACK,19,09/04/2011 00:00,8.25,18191,EIRE
536485,85209,RECIPE BOX WITH METAL LID,43,15/03/2011 00:00,3.77,18222,Sweden
536485,85206,RECIPE BOX WITH METAL LID,46,09/06/2011 00:00,12.99,18129,Italy
536485,85220,CREAM CUPID HEARTS COAT HANGER,44,01/07/2011 00:00,6.36,18309,Italy
536485,85124,RED WOOLLY HOTTIE WHITE HEART,12,09/07/2011 00:00,9.98,18175,Norway
536485,85190,RECIPE BOX WITH METAL LID,32,15/03/2011 00:00,12.49,18229,Sweden
536485,85133,RECIPE BOX WITH METAL LID,41,15/03/2011 00:00,12.81,18141,Switzerland
536485,85165,HAND WARMER UNION JACK,33,18/07/2011 00:00,13.23,17892,Switzerland
536485,85217,BLUE SKITTLE GIFTBOX,20,13/02/2011 00:00,1.79,18263,UK
536485,85136,BLUE SKITTLE GIFTBOX,15,18/07/2011 00:00,12.83,18264,France
536485,85126,HAND WARMER UNION JACK,16,22/02/2011 00:00,5.65,17853,France
536485,85145,HAND WARMER UNION JACK,12,08/02/2011 00:00,7.88,17972,France
536485,85178,RECIPE BOX WITH METAL LID,48,31/05/2011 00:00,6.4,18321,Norway
536485,85127,WHITE HANGING HEART T-LIGHT HOLDER,34,22/01/2011 00:00,4.65,18166,Sweden
536485,85212,BLUE SKITTLE GIFTBOX,33,19/02/2011 00:00,12.22,17985,Switzerland
536485,85220,BLUE SKITTLE GIFTBOX,34,19/09/2011 00:00,4.96,18177,Belgium
536486,85223,BLUE SKITTLE GIFTBOX,16,12/06/2011 00:00,5.72,18220,Norway
536486,85134,HAND WARMER UNION JACK,36,03/02/2011 00:00,11.23,18256,EIRE
536486,85177,HAND WARMER UNION JACK,41,24/09/2011 00:00,11.66,18261,Switzerland
536486,85222,BLUE SKITTLE GIFTBOX,22,03/12/2010 00:00,13.38,18278,Belgium
536486,85210,RECIPE BOX WITH METAL LID,14,04/09/2011 00:00,9.61,18173,Italy
536486,85169,RECIPE BOX WITH METAL LID,20,05/06/2011 00:00,1.97,18260,EIRE
536486,85206,HAND WARMER UNION JACK,36,21/07/2011 00:00,5.46,17900,UK
536486,85152,RED WOOLLY HOTTIE WHITE HEART,1,26/07/2011 00:00,13.3,18067,Italy
536486,85210,CREAM CUPID HEARTS COAT HANGER,14,17/08/2011 00:00,12.94,18183,Sweden
536486,85219,WHITE HANGING HEART T-LIGHT HOLDER,28,10/01/2011 00:00,3.44,18194,Netherlands
536486,85199,WHITE HANGING HEART T-LIGHT HOLDER,32,09/03/2011 00:00,14.2,17926,Belgium
536486,85206,HAND WARMER UNION JACK,15,08/05/2011 00:00,4.64,17928,Netherlands
536486,85125,BLUE SKITTLE GIFTBOX,21,22/01/2011 00:00,5.49,18191,Netherlands
536486,85132,WHITE HANGING HEART T-LIGHT HOLDER,48,06/02/2011 00:00,7.4,18167,UK
536486,85190,CREAM CUPID HEARTS COAT HANGER,36,12/03/2011 00:00,6.56,17854,UK
536486,85134,CREAM CUPID HEARTS COAT HANGER,47,15/06/2011 00:00,9.33,18271,UK
536486,85129,KNITTED UNION FLAG HOT WATER BOTTLE,6,23/07/2011 00:00,13.97,18037,EIRE
536486,85146,RED WOOLLY HOTTIE WHITE HEART,10,01/07/2011 00:00,12.04,18145,Norway
536486,85156,BLUE SKITTLE GIFTBOX,27,22/06/2011 00:00,6.95,18079,Italy
536486,85222,HAND WARMER UNION JACK,24,29/04/2011 00:00,7.23,17977,Sweden
536487,85164,RECIPE BOX WITH METAL LID,1,01/02/2011 00:00,4.84,17985,Belgium
536487,85140,BLUE SKITTLE GIFTBOX,23,09/06/2011 00:00,8.61,18331,Switzerland
536487,85125,RED WOOLLY HOTTIE WHITE HEART,36,25/07/2011 00:00,1.99,17889,UK
536487,85202,RED WOOLLY HOTTIE WHITE HEART,37,22/07/2011 00:00,5.8,17980,Netherlands
536487,85187,KNITTED UNION FLAG HOT WATER BOTTLE,8,23/01/2011 00:00,7.17,18155,UK
536487,85216,CREAM CUPID HEARTS COAT HANGER,34,31/07/2011 00:00,4.52,18284,Switzerland
536487,85174,CREAM CUPID HEARTS COAT HANGER,46,29/07/2011 00:00,12.04,18097,Italy
536487,85147,BLUE SKITTLE GIFTBOX,42,13/12/2010 00:00,8.44,18033,Belgium
536487,85148,RECIPE BOX WITH METAL LID,7,16/04/2011 00:00,5.54,17890,Belgium
536487,85191,RED WOOLLY HOTTIE WHITE HEART,40,22/03/2011 00:00,14.55,18012,Germany
536487,85198,CREAM CUPID HEARTS COAT HANGER,32,20/04/2011 00:00,10.99,18288,Sweden
536487,85152,HAND WARMER UNION JACK,17,06/04/2011 00:00,7.26,18185,Belgium
536487,85223,RED WOOLLY HOTTIE WHITE HEART,20,27/12/2010 00:00,1.11,17871,Germany
536487,85131,KNITTED UNION FLAG HOT WATER BOTTLE,36,27/07/2011 00:00,8.64,17939,UK
536487,85134,WHITE HANGING HEART T-LIGHT HOLDER,50,21/02/2011 00:00,1.57,18032,Italy
536487,85161,RECIPE BOX WITH METAL LID,21,21/02/2011 00:00,11.46,18240,Italy
536487,85199,BLUE SKITTLE GIFTBOX,34,18/05/2011 00:00,8.69,18084,UK
536487,85133,RECIPE BOX WITH METAL LID,39,19/08/2011 00:00,11.27,18135,France
536487,85188,KNITTED UNION FLAG HOT WATER BOTTLE,25,08/12/2010 00:00,1.46,18057,EIRE
536487,85195,RECIPE BOX WITH METAL LID,1,16/07/2011 00:00,10.86,18312,Switzerland
536488,85141,RECIPE BOX WITH METAL LID,32,26/07/2011 00:00,4.84,17874,Switzerland
536488,85204,HAND WARMER UNION JACK,17,30/06/2011 00:00,12.77,18123,UK
536488,85209,HAND WARMER UNION JACK,17,08/12/2010 00:00,6.41,18086,Sweden
536488,85172,RED WOOLLY HOTTIE WHITE HEART,40,23/12/2010 00:00,9.4,17863,Switzerland
536488,85180,RED WOOLLY HOTTIE WHITE HEART,4,17/12/2010 00:00,4.1,18145,Belgium
536488,85221,KNITTED UNION FLAG HOT WATER BOTTLE,44,01/01/2011 00:00,12.12,17853,Belgium
536488,85148,CREAM CUPID HEARTS COAT HANGER,40,29/08/2011 00:00,10.35,17894,France
536488,85135,HAND WARMER UNION JACK,42,16/04/2011 00:00,1.18,18279,Belgium
536488,85178,BLUE SKITTLE GIFTBOX,19,19/03/2011 00:00,7.15,17910,Netherlands
536488,85148,RED WOOLLY HOTTIE WHITE HEART,43,17/01/2011 00:00,4.37,18251,Sweden
536488,85196,BLUE SKITTLE GIFTBOX,6,31/05/2011 00:00,12.48,17927,Netherlands
536488,85193,HAND WARMER UNION JACK,48,09/08/2011 00:00,12.7,18223,Norway
536488,85123,WHITE HANGING HEART T-LIGHT HOLDER,31,21/05/2011 00:00,6.7,18296,EIRE
536488,85181,WHITE HANGING HEART T-LIGHT HOLDER,3,13/04/2011 00:00,9.49,18122,EIRE
536488,85189,HAND WARMER UNION JACK,49,16/04/2011 00:00,10.67,17925,Germany
536488,85151,RED WOOLLY HOTTIE WHITE HEART,27,25/09/2011 00:00,11.12,17880,Italy
536488,85212,KNITTED UNION FLAG HOT WATER BOTTLE,1,29/03/2011 00:00,4.77,17881,Germany
536488,85201,RECIPE BOX WITH METAL LID,2,14/06/2011 00:00,14.89,18044,Netherlands
536488,85186,RECIPE BOX WITH METAL LID,34,11/09/2011 00:00,9.06,17863,Belgium
536488,85136,HAND WARMER UNION JACK,15,12/08/2011 00:00,8.39,18143,Belgium
536489,85192,RED WOOLLY HOTTIE WHITE HEART,29,01/02/2011 00:00,9.96,17865,Germany
536489,85193,HAND WARMER UNION JACK,9,06/05/2011 00:00,2.24,17867,EIRE
536489,85164,RED WOOLLY HOTTIE WHITE HEART,16,09/04/2011 00:00,7.86,18045,Italy
536489,85158,KNITTED UNION FLAG HOT WATER BOTTLE,34,30/04/2011 00:00,3.99,17887,UK
536489,85164,BLUE SKITTLE GIFTBOX,30,01/02/2011 00:00,1.02,18034,Norway
536489,85179,BLUE SKITTLE GIFTBOX,2,20/06/2011 00:00,2.14,18183,France
536489,85131,HAND WARMER UNION JACK,45,16/04/2011 00:00,10.31,17992,Sweden
536489,85193,RED WOOLLY HOTTIE WHITE HEART,48,07/01/2011 00:00,11.61,17871,Germany
536489,85222,RECIPE BOX WITH METAL LID,35,09/05/2011 00:00,1.26,17905,Italy
536489,85196,RED WOOLLY HOTTIE WHITE HEART,36,21/02/2011 00:00,3.05,18291,Italy
536489,85167,RECIPE BOX WITH METAL LID,42,08/02/2011 00:00,4.63,18187,Belgium
536489,85130,BLUE SKITTLE GIFTBOX,2,31/01/2011 00:00,5.15,18328,Sweden
536489,85207,HAND WARMER UNION JACK,36,26/12/2010 00:00,4.43,17874,UK
536489,85184,RED WOOLLY HOTTIE WHITE HEART,29,09/06/2011 00:00,10.6,18116,UK
536489,85139,RECIPE BOX WITH METAL LID,46,14/08/2011 00:00,6.9,18204,Norway
536489,85193,HAND WARMER UNION JACK,15,17/04/2011 00:00,13.36,17983,Germany
536489,85137,RED WOOLLY HOTTIE WHITE HEART,20,10/12/2010 00:00,12.16,18167,Netherlands
536489,85200,RECIPE BOX WITH METAL LID,43,15/04/2011 00:00,2.73,18293,Germany
536489,85221,RED WOOLLY HOTTIE WHITE HEART,15,03/08/2011 00:00,11.2,17918,Netherlands
536489,85137,CREAM CUPID HEARTS COAT HANGER,4,19/09/2011 00:00,7.8,18058,Belgium
536490,85171,RECIPE BOX WITH METAL LID,27,28/12/2010 00:00,12.18,18223,Italy
536490,85146,HAND WARMER UNION JACK,44,08/02/2011 00:00,12.65,18280,Netherlands
536490,85168,BLUE SKITTLE GIFTBOX,43,02/09/2011 00:00,4.77,18320,EIRE
536490,85186,BLUE SKITTLE GIFTBOX,9,06/05/2011 00:00,10.81,17961,Norway
536490,85137,KNITTED UNION FLAG HOT WATER BOTTLE,26,28/02/2011 00:00,1.51,17915,Norway
536490,85130,KNITTED UNION FLAG HOT WATER BOTTLE,8,12/03/2011 00:00,10.96,17966,Germany
536490,85181,RED WOOLLY HOTTIE WHITE HEART,17,19/06/2011 00:00,6.15,18318,Belgium
536490,85139,KNITTED UNION FLAG HOT WATER BOTTLE,19,14/07/2011 00:00,13.01,18116,Italy
536490,85172,CREAM CUPID HEARTS COAT HANGER,2,12/07/2011 00:00,8.36,18270,Norway
536490,85198,HAND WARMER UNION JACK,1,11/05/2011 00:00,7.87,18096,Sweden
536490,85208,RED WOOLLY HOTTIE WHITE HEART,24,26/01/2011 00:00,12.12,18252,EIRE
536490,85156,CREAM CUPID HEARTS COAT HANGER,48,27/08/2011 00:00,6.59,18115,Norway
536490,85177,BLUE SKITTLE GIFTBOX,25,11/09/2011 00:00,6.44,18121,France
536490,85175,CREAM CUPID HEARTS COAT HANGER,11,04/08/2011 00:00,6.97,17866,Germany
536490,85206,CREAM CUPID HEARTS COAT HANGER,20,22/03/2011 00:00,8.79,18134,EIRE
536490,85129,WHITE HANGING HEART T-LIGHT HOLDER,43,21/01/2011 00:00,11.58,18313,Netherlands
536490,85126,KNITTED UNION FLAG HOT WATER BOTTLE,50,31/08/2011 00:00,1.2,18048,Italy
536490,85190,HAND WARMER UNION JACK,36,16/01/2011 00:00,13.87,17933,Belgium
536490,85170,CREAM CUPID HEARTS COAT HANGER,31,26/07/2011 00:00,8.55,18178,Netherlands
536490,85123,BLUE SKITTLE GIFTBOX,45,11/02/2011 00:00,8.01,18068,Norway
536491,85137,KNITTED UNION FLAG HOT WATER BOTTLE,44,22/04/2011 00:00,6.82,17909,Germany
536491,85216,BLUE SKITTLE GIFTBOX,21,21/04/2011 00:00,7.74,18016,Norway
536491,85188,RED WOOLLY HOTTIE WHITE HEART,11,30/07/2011 00:00,8.69,18102,Netherlands
536491,85170,RECIPE BOX WITH METAL LID,6,01/03/2011 00:00,3.45,18149,UK
536491,85192,RECIPE BOX WITH METAL LID,17,09/07/2011 00:00,12.43,18261,Switzerland
536491,85155,HAND WARMER UNION JACK,6,05/08/2011 00:00,9.64,18317,UK
536491,85157,RECIPE BOX WITH METAL LID,21,09/02/2011 00:00,4.08,18156,Switzerland
536491,85202,CREAM CUPID HEARTS COAT HANGER,24,20/07/2011 00:00,5.52,18237,France
536491,85194,HAND WARMER UNION JACK,29,09/02/2011 00:00,7.93,17997,Belgium
536491,85188,CREAM CUPID HEARTS COAT HANGER,27,13/12/2010 00:00,12.02,18192,France
536491,85134,KNITTED UNION FLAG HOT WATER BOTTLE,31,01/06/2011 00:00,6.5,17918,Belgium
536491,85177,RED WOOLLY HOTTIE WHITE HEART,18,27/06/2011 00:00,6.1,17930,Norway
536491,85166,HAND WARMER UNION JACK,29,07/05/2011 00:00,10.91,18193,Netherlands
536491,85130,WHITE HANGING HEART T-LIGHT HOLDER,15,04/05/2011 00:00,3.93,18011,Switzerland
536491,85150,WHITE HANGING HEART T-LIGHT HOLDER,26,07/03/2011 00:00,3.69,17943,Belgium
536491,85206,HAND WARMER UNION JACK,18,14/02/2011 00:00,12.31,18327,Norway
536491,85208,BLUE SKITTLE GIFTBOX,24,20/01/2011 00:00,2.15,18162,Norway
536491,85175,CREAM CUPID HEARTS COAT HANGER,33,23/02/2011 00:00,4.4,18016,Belgium
536491,85158,BLUE SKITTLE GIFTBOX,2,29/03/2011 00:00,10.55,18253,Belgium
536491,85209,HAND WARMER UNION JACK,11,20/07/2011 00:00,1.3,18274,France
536492,85204,RED WOOLLY HOTTIE WHITE HEART,21,04/07/2011 00:00,12.03,17957,Netherlands
536492,85141,HAND WARMER UNION JACK,11,21/12/2010 00:00,6.13,18094,France
536492,85163,HAND WARMER UNION JACK,19,18/07/2011 00:00,12.63,17897,Netherlands
536492,85138,HAND WARMER UNION JACK,39,31/12/2010 00:00,7.29,18018,Switzerland
536492,85144,RECIPE BOX WITH METAL LID,30,03/04/2011 00:00,12.09,18137,UK
536492,85148,RED WOOLLY HOTTIE WHITE HEART,16,31/03/2011 00:00,13.45,18144,Norway
536492,85165,RECIPE BOX WITH METAL LID,16,03/05/2011 00:00,11.25,18161,EIRE
536492,85169,BLUE SKITTLE GIFTBOX,13,19/08/2011 00:00,3.94,18206,EIRE
536492,85156,CREAM CUPID HEARTS COAT HANGER,41,22/02/2011 00:00,8.95,17965,Italy
536492,85158,KNITTED UNION FLAG HOT WATER BOTTLE,44,01/08/2011 00:00,13.71,17874,Switzerland
536492,85124,RED WOOLLY HOTTIE WHITE HEART,6,28/06/2011 00:00,1.04,18265,Italy
536492,85164,KNITTED UNION FLAG HOT WATER BOTTLE,7,24/05/2011 00:00,8.99,18297,France
536492,85157,RECIPE BOX WITH METAL LID,30,25/02/2011 00:00,7.64,18179,Netherlands
536492,85215,KNITTED UNION FLAG HOT WATER BOTTLE,2,26/04/2011 00:00,5.2,17881,Sweden
536492,85184,RECIPE BOX WITH METAL LID,49,14/04/2011 00:00,2.06,18183,Italy
536492,85187,RED WOOLLY HOTTIE WHITE HEART,18,18/12/2010 00:00,1.42,17858,EIRE
536492,85187,BLUE SKITTLE GIFTBOX,35,08/06/2011 00:00,3.72,17872,Netherlands
536492,85135,WHITE HANGING HEART T-LIGHT HOLDER,11,11/12/2010 00:00,9.32,17886,EIRE
536492,85123,BLUE SKITTLE GIFTBOX,15,04/04/2011 00:00,14.24,18263,Norway
536492,85154,CREAM CUPID HEARTS COAT HANGER,13,09/12/2010 00:00,6.3,18214,Belgium
536493,85165,BLUE SKITTLE GIFTBOX,2,26/09/2011 00:00,10.77,17969,Belgium
536493,85151,RECIPE BOX WITH METAL LID,6,21/09/2011 00:00,3.3,18186,Germany
536493,85154,HAND WARMER UNION JACK,34,09/03/2011 00:00,7.23,17931,Switzerland
536493,85134,BLUE SKITTLE GIFTBOX,31,25/07/2011 00:00,1.25,18314,Belgium
536493,85194,KNITTED UNION FLAG HOT WATER BOTTLE,9,16/12/2010 00:00,4.69,18348,EIRE
536493,85178,KNITTED UNION FLAG HOT WATER BOTTLE,37,02/02/2011 00:00,2.45,17990,France
536493,85153,WHITE HANGING HEART T-LIGHT HOLDER,33,12/05/2011 00:00,11.71,17875,UK
536493,85201,RED WOOLLY HOTTIE WHITE HEART,43,08/07/2011 00:00,3.15,18155,France
536493,85206,WHITE HANGING HEART T-LIGHT HOLDER,4,28/03/2011 00:00,6.86,17854,Italy
536493,85204,KNITTED UNION FLAG HOT WATER BOTTLE,40,27/05/2011 00:00,6.64,18301,Norway
536493,85220,RECIPE BOX WITH METAL LID,39,27/01/2011 00:00,11.57,18092,Germany
536493,85180,RECIPE BOX WITH METAL LID,6,25/09/2011 00:00,8.69,18029,Netherlands
536493,85198,WHITE HANGING HEART T-LIGHT HOLDER,23,01/09/2011 00:00,4.33,18005,Italy
536493,85223,RECIPE BOX WITH METAL LID,10,14/01/2011 00:00,9.89,17949,Belgium
536493,85208,CREAM CUPID HEARTS COAT HANGER,31,27/09/2011 00:00,13.19,18316,EIRE
536493,85205,BLUE SKITTLE GIFTBOX,37,08/01/2011 00:00,9.39,18346,EIRE
536493,85182,RECIPE BOX WITH METAL LID,38,13/09/2011 00:00,12.89,18329,France
536493,85148,KNITTED UNION FLAG HOT WATER BOTTLE,5,27/12/2010 00:00,8.59,18143,EIRE
536493,85192,HAND WARMER UNION JACK,43,14/06/2011 00:00,10.81,17963,Belgium
536493,85144,HAND WARMER UNION JACK,3,01/03/2011 00:00,1.53,18252,Belgium
536494,85174,HAND WARMER UNION JACK,4,29/05/2011 00:00,13.53,17911,Italy
536494,85182,BLUE SKITTLE GIFTBOX,24,29/05/2011 00:00,5.86,18224,Italy
536494,85197,BLUE SKITTLE GIFTBOX,14,22/07/2011 00:00,6.54,18200,Germany
536494,85162,KNITTED UNION FLAG HOT WATER BOTTLE,4,05/12/2010 00:00,10.24,18308,UK
536494,85172,BLUE SKITTLE GIFTBOX,16,31/01/2011 00:00,13.1,17889,Belgium
536494,85143,WHITE HANGING HEART T-LIGHT HOLDER,29,08/09/2011 00:00,6.62,18079,UK
536494,85190,BLUE SKITTLE GIFTBOX,36,28/06/2011 00:00,8.83,18222,France
536494,85201,CREAM CUPID HEARTS COAT HANGER,28,26/12/2010 00:00,9.51,17957,UK
536494,85132,BLUE SKITTLE GIFTBOX,25,05/08/2011 00:00,12.05,17921,Belgium
536494,85197,WHITE HANGING HEART T-LIGHT HOLDER,12,06/04/2011 00:00,10.61,18336,Netherlands
536494,85139,RECIPE BOX WITH METAL LID,36,22/03/2011 00:00,1.11,18347,Switzerland
536494,85149,HAND WARMER UNION JACK,23,15/09/2011 00:00,13.3,18242,EIRE
536494,85146,RED WOOLLY HOTTIE WHITE HEART,41,10/12/2010 00:00,13.72,17876,Sweden
536494,85178,WHITE HANGING HEART T-LIGHT HOLDER,5,14/01/2011 00:00,2.37,18304,Norway
536494,85182,CREAM CUPID HEARTS COAT HANGER,9,17/12/2010 00:00,12.77,18338,Norway
536494,85190,RECIPE BOX WITH METAL LID,11,11/06/2011 00:00,6.75,18169,Switzerland
536494,85167,HAND WARMER UNION JACK,8,16/05/2011 00:00,14.39,18220,Italy
536494,85155,RECIPE BOX WITH METAL LID,12,13/09/2011 00:00,3.14,17972,EIRE
536494,85133,CREAM CUPID HEARTS COAT HANGER,39,14/01/2011 00:00,7.14,18242,Switzerland
536494,85154,BLUE SKITTLE GIFTBOX,46,24/06/2011 00:00,7.58,18004,Germany
536495,85156,CREAM CUPID HEARTS COAT HANGER,33,09/09/2011 00:00,2.79,18184,Switzerland
536495,85144,KNITTED UNION FLAG HOT WATER BOTTLE,13,11/04/2011 00:00,8.97,18314,Netherlands
536495,85197,WHITE HANGING HEART T-LIGHT HOLDER,40,11/07/2011 00:00,3.9,17970,Germany
536495,85222,KNITTED UNION FLAG HOT WATER BOTTLE,4,02/08/2011 00:00,9.91,18183,Belgium
536495,85160,KNITTED UNION FLAG HOT WATER BOTTLE,27,31/01/2011 00:00,14.5,18310,Sweden
536495,85131,KNITTED UNION FLAG HOT WATER BOTTLE,3,22/07/2011 00:00,14.97,18139,Italy
536495,85140,RECIPE BOX WITH METAL LID,20,17/08/2011 00:00,11.03,17923,Netherlands
536495,85190,RED WOOLLY HOTTIE WHITE HEART,17,29/07/2011 00:00,13.11,18001,Belgium
536495,85166,RECIPE BOX WITH METAL LID,38,16/04/2011 00:00,12.36,18175,UK
536495,85123,WHITE HANGING HEART T-LIGHT HOLDER,42,20/01/2011 00:00,7.24,18178,Norway
536495,85156,RED WOOLLY HOTTIE WHITE HEART,44,30/04/2011 00:00,11.92,18057,Italy
536495,85126,WHITE HANGING HEART T-LIGHT HOLDER,32,24/08/2011 00:00,5.77,18343,Switzerland
536495,85208,BLUE SKITTLE GIFTBOX,11,03/09/2011 00:00,8.26,18189,Switzerland
536495,85144,BLUE SKITTLE GIFTBOX,38,20/03/2011 00:00,4.39,18172,Italy
536495,85154,RECIPE BOX WITH METAL LID,11,06/12/2010 00:00,4.66,17859,Sweden
536495,85194,KNITTED UNION FLAG HOT WATER BOTTLE,19,25/08/2011 00:00,13.0,18011,UK
536495,85146,BLUE SKITTLE GIFTBOX,25,31/05/2011 00:00,9.53,18306,Germany
536495,85166,KNITTED UNION FLAG HOT WATER BOTTLE,28,10/07/2011 00:00,8.04,17933,Italy
536495,85194,BLUE SKITTLE GIFTBOX,6,28/02/2011 00:00,3.52,18079,Belgium
536495,85214,HAND WARMER UNION JACK,46,29/12/2010 00:00,14.41,17956,Netherlands
536496,85129,RED WOOLLY HOTTIE WHITE HEART,35,22/06/2011 00:00,4.19,18215,Switzerland
536496,85208,BLUE SKITTLE GIFTBOX,39,08/09/2011 00:00,6.51,18019,Sweden
536496,85161,WHITE HANGING HEART T-LIGHT HOLDER,16,30/01/2011 00:00,8.09,18012,UK
536496,85142,RED WOOLLY HOTTIE WHITE HEART,9,20/09/2011 00:00,2.74,17947,Sweden
536496,85184,HAND WARMER UNION JACK,45,15/07/2011 00:00,13.94,18209,UK
536496,85174,HAND WARMER UNION JACK,25,13/12/2010 00:00,4.46,18247,Germany
